Hand,E
2C JD JS,15.5167
2C JD QD,15.3125
2C JH JS,15.5167
2C JH QH,15.3125
2C JS QS,15.3125
2D 2H 4D,14.8750
2D 2H 4H,14.8750
2D 2S 4D,14.8750
2D 2S 4S,14.8750
2D 3C 3H,15.5167
2D 3C 3S,15.5167
2D 3C 4C,15.3125
2D 3D 4C,15.3125
2D 3D 4H,15.3125
2D 3D 4S,15.3125
2D 3D 5C,15.1991
2D 3D 5D,15.0341
2D 3D 5H,15.1991
2D 3D 5S,15.1991
2D 3D 6C,15.3125
2D 3D 6D,15.3125
2D 3D 6H,15.3125
2D 3D 6S,15.3125
2D 3D 7C,15.3125
2D 3D 7D,15.3125
2D 3D 7H,15.3125
2D 3D 7S,15.3125
2D 3D 8C,15.3125
2D 3D 8D,15.3125
2D 3D 8H,15.3125
2D 3D 8S,15.3125
2D 3D 9C,15.3125
2D 3D 9D,15.3125
2D 3D 9H,15.3125
2D 3D 9S,15.3125
2D 3D TC,15.3125
2D 3D TD,15.3125
2D 3D TH,15.3125
2D 3D TS,15.3125
2D 3D JC,15.3125
2D 3D JD,15.3125
2D 3D JH,15.3125
2D 3D JS,15.3125
2D 3D QC,15.3125
2D 3D QD,15.3125
2D 3D QH,15.3125
2D 3D QS,15.3125
2D 3D KC,15.3125
2D 3D KD,15.3125
2D 3D KH,15.3125
2D 3D KS,15.3125
2D 3H 3S,15.5167
2D 3H 4H,15.3125
2D 3S 4S,15.3125
2D 4C 4H,15.5167
2D 4C 4S,15.5167
2D 4C 5C,15.3125
2D 4D 5D,15.3125
2D 4H 4S,15.5167
2D 4H 5H,15.3125
2D 4S 5S,15.3125
2D 5C 5D,15.5167
2D 5C 5H,15.5167
2D 5C 5S,15.5167
2D 5C 6C,15.3125
2D 5D 5H,15.5167
2D 5D 5S,15.5167
2D 5D 6D,15.3125
2D 5H 5S,15.5167
2D 5H 6H,15.3125
2D 5S 6S,15.3125
2D 6C 6D,15.5167
2D 6C 6H,15.5167
2D 6C 6S,15.5167
2D 6C 7C,15.3125
2D 6D 6H,15.5167
2D 6D 6S,15.5167
2D 6D 7D,15.3125
2D 6H 6S,15.5167
2D 6H 7H,15.3125
2D 6S 7S,15.3125
2D 7C 7D,15.5167
2D 7C 7H,15.5167
2D 7C 7S,15.5167
2D 7C 8C,15.3125
2D 7D 7H,15.5167
2D 7D 7S,15.5167
2D 7D 8D,15.3125
2D 7H 7S,15.5167
2D 7H 8H,15.3125
2D 7S 8S,15.3125
2D 8C 8D,15.5167
2D 8C 8H,15.5167
2D 8C 8S,15.5167
2D 8C 9C,15.3125
2D 8D 8H,15.5167
2D 8D 8S,15.5167
2D 8D 9D,15.3125
2D 8H 8S,15.5167
2D 8H 9H,15.3125
2D 8S 9S,15.3125
2D 9C 9D,15.5167
2D 9C 9H,15.5167
2D 9C 9S,15.5167
2D 9C TC,15.3125
2D 9D 9H,15.5167
2D 9D 9S,15.5167
2D 9D TD,15.3125
2D 9H 9S,15.5167
2D 9H TH,15.3125
2D 9S TS,15.3125
2D TC TD,15.5167
2D TC TH,15.5167
2D TC TS,15.5167
2D TC JC,15.3125
2D TD TH,15.5167
2D TD TS,15.5167
2D TD JD,15.3125
2D TH TS,15.5167
2D TH JH,15.3125
2D TS JS,15.3125
2D JC JD,15.5167
2D JC JH,15.5167
2D JC JS,15.5167
2D JC QC,15.3125
2D JD JH,15.5167
2D JD JS,15.5167
2D JD QD,15.3125
2D JH JS,15.5167
2D JH QH,15.3125
2D JS QS,15.3125
2H 2S 4H,14.8750
2H 2S 4S,14.8750
2H 3C 3D,15.5167
2H 3C 3S,15.5167
2H 3C 4C,15.3125
2H 3D 3S,15.5167
2H 3D 4D,15.3125
2H 3H 4C,15.3125
2H 3H 4D,15.3125
2H 3H 4S,15.3125
2H 3H 5C,15.1991
2H 3H 5D,15.1991
2H 3H 5H,15.0341
2H 3H 5S,15.1991
2H 3H 6C,15.3125
2H 3H 6D,15.3125
2H 3H 6H,15.3125
2H 3H 6S,15.3125
2H 3H 7C,15.3125
2H 3H 7D,15.3125
2H 3H 7H,15.3125
2H 3H 7S,15.3125
2H 3H 8C,15.3125
2H 3H 8D,15.3125
2H 3H 8H,15.3125
2H 3H 8S,15.3125
2H 3H 9C,15.3125
2H 3H 9D,15.3125
2H 3H 9H,15.3125
2H 3H 9S,15.3125
2H 3H TC,15.3125
2H 3H TD,15.3125
2H 3H TH,15.3125
2H 3H TS,15.3125
2H 3H JC,15.3125
2H 3H JD,15.3125
2H 3H JH,15.3125
2H 3H JS,15.3125
2H 3H QC,15.3125
2H 3H QD,15.3125
2H 3H QH,15.3125
2H 3H QS,15.3125
2H 3H KC,15.3125
2H 3H KD,15.3125
2H 3H KH,15.3125
2H 3H KS,15.3125
2H 3S 4S,15.3125
2H 4C 4D,15.5167
2H 4C 4S,15.5167
2H 4C 5C,15.3125
2H 4D 4S,15.5167
2H 4D 5D,15.3125
2H 4H 5H,15.3125
2H 4S 5S,15.3125
2H 5C 5D,15.5167
2H 5C 5H,15.5167
2H 5C 5S,15.5167
2H 5C 6C,15.3125
2H 5D 5H,15.5167
2H 5D 5S,15.5167
2H 5D 6D,15.3125
2H 5H 5S,15.5167
2H 5H 6H,15.3125
2H 5S 6S,15.3125
2H 6C 6D,15.5167
2H 6C 6H,15.5167
2H 6C 6S,15.5167
2H 6C 7C,15.3125
2H 6D 6H,15.5167
2H 6D 6S,15.5167
2H 6D 7D,15.3125
2H 6H 6S,15.5167
2H 6H 7H,15.3125
2H 6S 7S,15.3125
2H 7C 7D,15.5167
2H 7C 7H,15.5167
2H 7C 7S,15.5167
2H 7C 8C,15.3125
2H 7D 7H,15.5167
2H 7D 7S,15.5167
2H 7D 8D,15.3125
2H 7H 7S,15.5167
2H 7H 8H,15.3125
2H 7S 8S,15.3125
2H 8C 8D,15.5167
2H 8C 8H,15.5167
2H 8C 8S,15.5167
2H 8C 9C,15.3125
2H 8D 8H,15.5167
2H 8D 8S,15.5167
2H 8D 9D,15.3125
2H 8H 8S,15.5167
2H 8H 9H,15.3125
2H 8S 9S,15.3125
2H 9C 9D,15.5167
2H 9C 9H,15.5167
2H 9C 9S,15.5167
2H 9C TC,15.3125
2H 9D 9H,15.5167
2H 9D 9S,15.5167
2H 9D TD,15.3125
2H 9H 9S,15.5167
2H 9H TH,15.3125
2H 9S TS,15.3125
2H TC TD,15.5167
2H TC TH,15.5167
2H TC TS,15.5167
2H TC JC,15.3125
2H TD TH,15.5167
2H TD TS,15.5167
2H TD JD,15.3125
2H TH TS,15.5167
2H TH JH,15.3125
2H TS JS,15.3125
2H JC JD,15.5167
2H JC JH,15.5167
2H JC JS,15.5167
2H JC QC,15.3125
2H JD JH,15.5167
2H JD JS,15.5167
2H JD QD,15.3125
2H JH JS,15.5167
2H JH QH,15.3125
2H JS QS,15.3125
2S 3C 3D,15.5167
2S 3C 3H,15.5167
2S 3C 4C,15.3125
2S 3D 3H,15.5167
2S 3D 4D,15.3125
2S 3H 4H,15.3125
2S 3S 4C,15.3125
2S 3S 4D,15.3125
2S 3S 4H,15.3125
2S 3S 5C,15.1991
2S 3S 5D,15.1991
2S 3S 5H,15.1991
2S 3S 5S,15.0341
2S 3S 6C,15.3125
2S 3S 6D,15.3125
2S 3S 6H,15.3125
2S 3S 6S,15.3125
2S 3S 7C,15.3125
2S 3S 7D,15.3125
2S 3S 7H,15.3125
2S 3S 7S,15.3125
2S 3S 8C,15.3125
2S 3S 8D,15.3125
2S 3S 8H,15.3125
2S 3S 8S,15.3125
2S 3S 9C,15.3125
2S 3S 9D,15.3125
2S 3S 9H,15.3125
2S 3S 9S,15.3125
2S 3S TC,15.3125
2S 3S TD,15.3125
2S 3S TH,15.3125
2S 3S TS,15.3125
2S 3S JC,15.3125
2S 3S JD,15.3125
2S 3S JH,15.3125
2S 3S JS,15.3125
2S 3S QC,15.3125
2S 3S QD,15.3125
2S 3S QH,15.3125
2S 3S QS,15.3125
2S 3S KC,15.3125
2S 3S KD,15.3125
2S 3S KH,15.3125
2S 3S KS,15.3125
2S 4C 4D,15.5167
2S 4C 4H,15.5167
2S 4C 5C,15.3125
2S 4D 4H,15.5167
2S 4D 5D,15.3125
2S 4H 5H,15.3125
2S 4S 5S,15.3125
2S 5C 5D,15.5167
2S 5C 5H,15.5167
2S 5C 5S,15.5167
2S 5C 6C,15.3125
2S 5D 5H,15.5167
2S 5D 5S,15.5167
2S 5D 6D,15.3125
2S 5H 5S,15.5167
2S 5H 6H,15.3125
2S 5S 6S,15.3125
2S 6C 6D,15.5167
2S 6C 6H,15.5167
2S 6C 6S,15.5167
2S 6C 7C,15.3125
2S 6D 6H,15.5167
2S 6D 6S,15.5167
2S 6D 7D,15.3125
2S 6H 6S,15.5167
2S 6H 7H,15.3125
2S 6S 7S,15.3125
2S 7C 7D,15.5167
2S 7C 7H,15.5167
2S 7C 7S,15.5167
2S 7C 8C,15.3125
2S 7D 7H,15.5167
2S 7D 7S,15.5167
2S 7D 8D,15.3125
2S 7H 7S,15.5167
2S 7H 8H,15.3125
2S 7S 8S,15.3125
2S 8C 8D,15.5167
2S 8C 8H,15.5167
2S 8C 8S,15.5167
2S 8C 9C,15.3125
2S 8D 8H,15.5167
2S 8D 8S,15.5167
2S 8D 9D,15.3125
2S 8H 8S,15.5167
2S 8H 9H,15.3125
2S 8S 9S,15.3125
2S 9C 9D,15.5167
2S 9C 9H,15.5167
2S 9C 9S,15.5167
2S 9C TC,15.3125
2S 9D 9H,15.5167
2S 9D 9S,15.5167
2S 9D TD,15.3125
2S 9H 9S,15.5167
2S 9H TH,15.3125
2S 9S TS,15.3125
2S TC TD,15.5167
2S TC TH,15.5167
2S TC TS,15.5167
2S TC JC,15.3125
2S TD TH,15.5167
2S TD TS,15.5167
2S TD JD,15.3125
2S TH TS,15.5167
2S TH JH,15.3125
2S TS JS,15.3125
2S JC JD,15.5167
2S JC JH,15.5167
2S JC JS,15.5167
2S JC QC,15.3125
2S JD JH,15.5167
2S JD JS,15.5167
2S JD QD,15.3125
2S JH JS,15.5167
2S JH QH,15.3125
2S JS QS,15.3125
3C 3D 4H,15.5167
3C 3D 4S,15.5167
3C 3D 5H,15.5167
3C 3D 5S,15.5167
3C 3D 6C,15.5167
3C 3D 6D,15.5167
3C 3D 6H,15.5167
3C 3D 6S,15.5167
3C 3D 7C,15.5167
3C 3D 7D,15.5167
3C 3D 7H,15.5167
3C 3D 7S,15.5167
3C 3D 8C,15.5167
3C 3D 8D,15.5167
3C 3D 8H,15.5167
3C 3D 8S,15.5167
3C 3D 9C,15.5167
3C 3D 9D,15.5167
3C 3D 9H,15.5167
3C 3D 9S,15.5167
3C 3D TC,15.5167
3C 3D TD,15.5167
3C 3D TH,15.5167
3C 3D TS,15.5167
3C 3D JC,15.5167
3C 3D JD,15.5167
3C 3D JH,15.5167
3C 3D JS,15.5167
3C 3D QC,15.5167
3C 3D QD,15.5167
3C 3D QH,15.5167
3C 3D QS,15.5167
3C 3D KC,15.5167
3C 3D KD,15.5167
3C 3D KH,15.5167
3C 3D KS,15.5167
3C 3H 4D,15.5167
3C 3H 4S,15.5167
3C 3H 5D,15.5167
3C 3H 5S,15.5167
3C 3H 6C,15.5167
3C 3H 6D,15.5167
3C 3H 6H,15.5167
3C 3H 6S,15.5167
3C 3H 7C,15.5167
3C 3H 7D,15.5167
3C 3H 7H,15.5167
3C 3H 7S,15.5167
3C 3H 8C,15.5167
3C 3H 8D,15.5167
3C 3H 8H,15.5167
3C 3H 8S,15.5167
3C 3H 9C,15.5167
3C 3H 9D,15.5167
3C 3H 9H,15.5167
3C 3H 9S,15.5167
3C 3H TC,15.5167
3C 3H TD,15.5167
3C 3H TH,15.5167
3C 3H TS,15.5167
3C 3H JC,15.5167
3C 3H JD,15.5167
3C 3H JH,15.5167
3C 3H JS,15.5167
3C 3H QC,15.5167
3C 3H QD,15.5167
3C 3H QH,15.5167
3C 3H QS,15.5167
3C 3H KC,15.5167
3C 3H KD,15.5167
3C 3H KH,15.5167
3C 3H KS,15.5167
3C 3S 4D,15.5167
3C 3S 4H,15.5167
3C 3S 5D,15.5167
3C 3S 5H,15.5167
3C 3S 6C,15.5167
3C 3S 6D,15.5167
3C 3S 6H,15.5167
3C 3S 6S,15.5167
3C 3S 7C,15.5167
3C 3S 7D,15.5167
3C 3S 7H,15.5167
3C 3S 7S,15.5167
3C 3S 8C,15.5167
3C 3S 8D,15.5167
3C 3S 8H,15.5167
3C 3S 8S,15.5167
3C 3S 9C,15.5167
3C 3S 9D,15.5167
3C 3S 9H,15.5167
3C 3S 9S,15.5167
3C 3S TC,15.5167
3C 3S TD,15.5167
3C 3S TH,15.5167
3C 3S TS,15.5167
3C 3S JC,15.5167
3C 3S JD,15.5167
3C 3S JH,15.5167
3C 3S JS,15.5167
3C 3S QC,15.5167
3C 3S QD,15.5167
3C 3S QH,15.5167
3C 3S QS,15.5167
3C 3S KC,15.5167
3C 3S KD,15.5167
3C 3S KH,15.5167
3C 3S KS,15.5167
3C 4C 5D,15.3125
3C 4C 5H,15.3125
3C 4C 5S,15.3125
3C 4C 6C,15.0341
3C 4C 6D,15.1991
3C 4C 6H,15.1991
3C 4C 6S,15.1991
3C 4C 7C,15.3125
3C 4C 7D,15.3125
3C 4C 7H,15.3125
3C 4C 7S,15.3125
3C 4C 8C,15.3125
3C 4C 8D,15.3125
3C 4C 8H,15.3125
3C 4C 8S,15.3125
3C 4C 9C,15.3125
3C 4C 9D,15.3125
3C 4C 9H,15.3125
3C 4C 9S,15.3125
3C 4C TC,15.3125
3C 4C TD,15.3125
3C 4C TH,15.3125
3C 4C TS,15.3125
3C 4C JC,15.3125
3C 4C JD,15.3125
3C 4C JH,15.3125
3C 4C JS,15.3125
3C 4C QC,15.3125
3C 4C QD,15.3125
3C 4C QH,15.3125
3C 4C QS,15.3125
3C 4C KC,15.3125
3C 4C KD,15.3125
3C 4C KH,15.3125
3C 4C KS,15.3125
3C 4D 4H,15.5167
3C 4D 4S,15.5167
3C 4D 5D,15.3125
3C 4H 4S,15.5167
3C 4H 5H,15.3125
3C 4S 5S,15.3125
3C 5C 6C,15.0341
3C 5D 5H,15.5167
3C 5D 5S,15.5167
3C 5D 6D,15.1991
3C 5H 5S,15.5167
3C 5H 6H,15.1991
3C 5S 6S,15.1991
3C 6C 6D,15.5167
3C 6C 6H,15.5167
3C 6C 6S,15.5167
3C 6C 7C,15.3125
3C 6D 6H,15.5167
3C 6D 6S,15.5167
3C 6D 7D,15.3125
3C 6H 6S,15.5167
3C 6H 7H,15.3125
3C 6S 7S,15.3125
3C 7C 7D,15.5167
3C 7C 7H,15.5167
3C 7C 7S,15.5167
3C 7C 8C,15.3125
3C 7D 7H,15.5167
3C 7D 7S,15.5167
3C 7D 8D,15.3125
3C 7H 7S,15.5167
3C 7H 8H,15.3125
3C 7S 8S,15.3125
3C 8C 8D,15.5167
3C 8C 8H,15.5167
3C 8C 8S,15.5167
3C 8C 9C,15.3125
3C 8D 8H,15.5167
3C 8D 8S,15.5167
3C 8D 9D,15.3125
3C 8H 8S,15.5167
3C 8H 9H,15.3125
3C 8S 9S,15.3125
3C 9C 9D,15.5167
3C 9C 9H,15.5167
3C 9C 9S,15.5167
3C 9C TC,15.3125
3C 9D 9H,15.5167
3C 9D 9S,15.5167
3C 9D TD,15.3125
3C 9H 9S,15.5167
3C 9H TH,15.3125
3C 9S TS,15.3125
3C TC TD,15.5167
3C TC TH,15.5167
3C TC TS,15.5167
3C TC JC,15.3125
3C TD TH,15.5167
3C TD TS,15.5167
3C TD JD,15.3125
3C TH TS,15.5167
3C TH JH,15.3125
3C TS JS,15.3125
3C JC JD,15.5167
3C JC JH,15.5167
3C JC JS,15.5167
3C JC QC,15.3125
3C JD JH,15.5167
3C JD JS,15.5167
3C JD QD,15.3125
3C JH JS,15.5167
3C JH QH,15.3125
3C JS QS,15.3125
3D 3H 4C,15.5167
3D 3H 4S,15.5167
3D 3H 5C,15.5167
3D 3H 5S,15.5167
3D 3H 6C,15.5167
3D 3H 6D,15.5167
3D 3H 6H,15.5167
3D 3H 6S,15.5167
3D 3H 7C,15.5167
3D 3H 7D,15.5167
3D 3H 7H,15.5167
3D 3H 7S,15.5167
3D 3H 8C,15.5167
3D 3H 8D,15.5167
3D 3H 8H,15.5167
3D 3H 8S,15.5167
3D 3H 9C,15.5167
3D 3H 9D,15.5167
3D 3H 9H,15.5167
3D 3H 9S,15.5167
3D 3H TC,15.5167
3D 3H TD,15.5167
3D 3H TH,15.5167
3D 3H TS,15.5167
3D 3H JC,15.5167
3D 3H JD,15.5167
3D 3H JH,15.5167
3D 3H JS,15.5167
3D 3H QC,15.5167
3D 3H QD,15.5167
3D 3H QH,15.5167
3D 3H QS,15.5167
3D 3H KC,15.5167
3D 3H KD,15.5167
3D 3H KH,15.5167
3D 3H KS,15.5167
3D 3S 4C,15.5167
3D 3S 4H,15.5167
3D 3S 5C,15.5167
3D 3S 5H,15.5167
3D 3S 6C,15.5167
3D 3S 6D,15.5167
3D 3S 6H,15.5167
3D 3S 6S,15.5167
3D 3S 7C,15.5167
3D 3S 7D,15.5167
3D 3S 7H,15.5167
3D 3S 7S,15.5167
3D 3S 8C,15.5167
3D 3S 8D,15.5167
3D 3S 8H,15.5167
3D 3S 8S,15.5167
3D 3S 9C,15.5167
3D 3S 9D,15.5167
3D 3S 9H,15.5167
3D 3S 9S,15.5167
3D 3S TC,15.5167
3D 3S TD,15.5167
3D 3S TH,15.5167
3D 3S TS,15.5167
3D 3S JC,15.5167
3D 3S JD,15.5167
3D 3S JH,15.5167
3D 3S JS,15.5167
3D 3S QC,15.5167
3D 3S QD,15.5167
3D 3S QH,15.5167
3D 3S QS,15.5167
3D 3S KC,15.5167
3D 3S KD,15.5167
3D 3S KH,15.5167
3D 3S KS,15.5167
3D 4C 4H,15.5167
3D 4C 4S,15.5167
3D 4C 5C,15.3125
3D 4D 5C,15.3125
3D 4D 5H,15.3125
3D 4D 5S,15.3125
3D 4D 6C,15.1991
3D 4D 6D,15.0341
3D 4D 6H,15.1991
3D 4D 6S,15.1991
3D 4D 7C,15.3125
3D 4D 7D,15.3125
3D 4D 7H,15.3125
3D 4D 7S,15.3125
3D 4D 8C,15.3125
3D 4D 8D,15.3125
3D 4D 8H,15.3125
3D 4D 8S,15.3125
3D 4D 9C,15.3125
3D 4D 9D,15.3125
3D 4D 9H,15.3125
3D 4D 9S,15.3125
3D 4D TC,15.3125
3D 4D TD,15.3125
3D 4D TH,15.3125
3D 4D TS,15.3125
3D 4D JC,15.3125
3D 4D JD,15.3125
3D 4D JH,15.3125
3D 4D JS,15.3125
3D 4D QC,15.3125
3D 4D QD,15.3125
3D 4D QH,15.3125
3D 4D QS,15.3125
3D 4D KC,15.3125
3D 4D KD,15.3125
3D 4D KH,15.3125
3D 4D KS,15.3125
3D 4H 4S,15.5167
3D 4H 5H,15.3125
3D 4S 5S,15.3125
3D 5C 5H,15.5167
3D 5C 5S,15.5167
3D 5C 6C,15.1991
3D 5D 6D,15.0341
3D 5H 5S,15.5167
3D 5H 6H,15.1991
3D 5S 6S,15.1991
3D 6C 6D,15.5167
3D 6C 6H,15.5167
3D 6C 6S,15.5167
3D 6C 7C,15.3125
3D 6D 6H,15.5167
3D 6D 6S,15.5167
3D 6D 7D,15.3125
3D 6H 6S,15.5167
3D 6H 7H,15.3125
3D 6S 7S,15.3125
3D 7C 7D,15.5167
3D 7C 7H,15.5167
3D 7C 7S,15.5167
3D 7C 8C,15.3125
3D 7D 7H,15.5167
3D 7D 7S,15.5167
3D 7D 8D,15.3125
3D 7H 7S,15.5167
3D 7H 8H,15.3125
3D 7S 8S,15.3125
3D 8C 8D,15.5167
3D 8C 8H,15.5167
3D 8C 8S,15.5167
3D 8C 9C,15.3125
3D 8D 8H,15.5167
3D 8D 8S,15.5167
3D 8D 9D,15.3125
3D 8H 8S,15.5167
3D 8H 9H,15.3125
3D 8S 9S,15.3125
3D 9C 9D,15.5167
3D 9C 9H,15.5167
3D 9C 9S,15.5167
3D 9C TC,15.3125
3D 9D 9H,15.5167
3D 9D 9S,15.5167
3D 9D TD,15.3125
3D 9H 9S,15.5167
3D 9H TH,15.3125
3D 9S TS,15.3125
3D TC TD,15.5167
3D TC TH,15.5167
3D TC TS,15.5167
3D TC JC,15.3125
3D TD TH,15.5167
3D TD TS,15.5167
3D TD JD,15.3125
3D TH TS,15.5167
3D TH JH,15.3125
3D TS JS,15.3125
3D JC JD,15.5167
3D JC JH,15.5167
3D JC JS,15.5167
3D JC QC,15.3125
3D JD JH,15.5167
3D JD JS,15.5167
3D JD QD,15.3125
3D JH JS,15.5167
3D JH QH,15.3125
3D JS QS,15.3125
3H 3S 4C,15.5167
3H 3S 4D,15.5167
3H 3S 5C,15.5167
3H 3S 5D,15.5167
3H 3S 6C,15.5167
3H 3S 6D,15.5167
3H 3S 6H,15.5167
3H 3S 6S,15.5167
3H 3S 7C,15.5167
3H 3S 7D,15.5167
3H 3S 7H,15.5167
3H 3S 7S,15.5167
3H 3S 8C,15.5167
3H 3S 8D,15.5167
3H 3S 8H,15.5167
3H 3S 8S,15.5167
3H 3S 9C,15.5167
3H 3S 9D,15.5167
3H 3S 9H,15.5167
3H 3S 9S,15.5167
3H 3S TC,15.5167
3H 3S TD,15.5167
3H 3S TH,15.5167
3H 3S TS,15.5167
3H 3S JC,15.5167
3H 3S JD,15.5167
3H 3S JH,15.5167
3H 3S JS,15.5167
3H 3S QC,15.5167
3H 3S QD,15.5167
3H 3S QH,15.5167
3H 3S QS,15.5167
3H 3S KC,15.5167
3H 3S KD,15.5167
3H 3S KH,15.5167
3H 3S KS,15.5167
3H 4C 4D,15.5167
3H 4C 4S,15.5167
3H 4C 5C,15.3125
3H 4D 4S,15.5167
3H 4D 5D,15.3125
3H 4H 5C,15.3125
3H 4H 5D,15.3125
3H 4H 5S,15.3125
3H 4H 6C,15.1991
3H 4H 6D,15.1991
3H 4H 6H,15.0341
3H 4H 6S,15.1991
3H 4H 7C,15.3125
3H 4H 7D,15.3125
3H 4H 7H,15.3125
3H 4H 7S,15.3125
3H 4H 8C,15.3125
3H 4H 8D,15.3125
3H 4H 8H,15.3125
3H 4H 8S,15.3125
3H 4H 9C,15.3125
3H 4H 9D,15.3125
3H 4H 9H,15.3125
3H 4H 9S,15.3125
3H 4H TC,15.3125
3H 4H TD,15.3125
3H 4H TH,15.3125
3H 4H TS,15.3125
3H 4H JC,15.3125
3H 4H JD,15.3125
3H 4H JH,15.3125
3H 4H JS,15.3125
3H 4H QC,15.3125
3H 4H QD,15.3125
3H 4H QH,15.3125
3H 4H QS,15.3125
3H 4H KC,15.3125
3H 4H KD,15.3125
3H 4H KH,15.3125
3H 4H KS,15.3125
3H 4S 5S,15.3125
3H 5C 5D,15.5167
3H 5C 5S,15.5167
3H 5C 6C,15.1991
3H 5D 5S,15.5167
3H 5D 6D,15.1991
3H 5H 6H,15.0341
3H 5S 6S,15.1991
3H 6C 6D,15.5167
3H 6C 6H,15.5167
3H 6C 6S,15.5167
3H 6C 7C,15.3125
3H 6D 6H,15.5167
3H 6D 6S,15.5167
3H 6D 7D,15.3125
3H 6H 6S,15.5167
3H 6H 7H,15.3125
3H 6S 7S,15.3125
3H 7C 7D,15.5167
3H 7C 7H,15.5167
3H 7C 7S,15.5167
3H 7C 8C,15.3125
3H 7D 7H,15.5167
3H 7D 7S,15.5167
3H 7D 8D,15.3125
3H 7H 7S,15.5167
3H 7H 8H,15.3125
3H 7S 8S,15.3125
3H 8C 8D,15.5167
3H 8C 8H,15.5167
3H 8C 8S,15.5167
3H 8C 9C,15.3125
3H 8D 8H,15.5167
3H 8D 8S,15.5167
3H 8D 9D,15.3125
3H 8H 8S,15.5167
3H 8H 9H,15.3125
3H 8S 9S,15.3125
3H 9C 9D,15.5167
3H 9C 9H,15.5167
3H 9C 9S,15.5167
3H 9C TC,15.3125
3H 9D 9H,15.5167
3H 9D 9S,15.5167
3H 9D TD,15.3125
3H 9H 9S,15.5167
3H 9H TH,15.3125
3H 9S TS,15.3125
3H TC TD,15.5167
3H TC TH,15.5167
3H TC TS,15.5167
3H TC JC,15.3125
3H TD TH,15.5167
3H TD TS,15.5167
3H TD JD,15.3125
3H TH TS,15.5167
3H TH JH,15.3125
3H TS JS,15.3125
3H JC JD,15.5167
3H JC JH,15.5167
3H JC JS,15.5167
3H JC QC,15.3125
3H JD JH,15.5167
3H JD JS,15.5167
3H JD QD,15.3125
3H JH JS,15.5167
3H JH QH,15.3125
3H JS QS,15.3125
3S 4C 4D,15.5167
3S 4C 4H,15.5167
3S 4C 5C,15.3125
3S 4D 4H,15.5167
3S 4D 5D,15.3125
3S 4H 5H,15.3125
3S 4S 5C,15.3125
3S 4S 5D,15.3125
3S 4S 5H,15.3125
3S 4S 6C,15.1991
3S 4S 6D,15.1991
3S 4S 6H,15.1991
3S 4S 6S,15.0341
3S 4S 7C,15.3125
3S 4S 7D,15.3125
3S 4S 7H,15.3125
3S 4S 7S,15.3125
3S 4S 8C,15.3125
3S 4S 8D,15.3125
3S 4S 8H,15.3125
3S 4S 8S,15.3125
3S 4S 9C,15.3125
3S 4S 9D,15.3125
3S 4S 9H,15.3125
3S 4S 9S,15.3125
3S 4S TC,15.3125
3S 4S TD,15.3125
3S 4S TH,15.3125
3S 4S TS,15.3125
3S 4S JC,15.3125
3S 4S JD,15.3125
3S 4S JH,15.3125
3S 4S JS,15.3125
3S 4S QC,15.3125
3S 4S QD,15.3125
3S 4S QH,15.3125
3S 4S QS,15.3125
3S 4S KC,15.3125
3S 4S KD,15.3125
3S 4S KH,15.3125
3S 4S KS,15.3125
3S 5C 5D,15.5167
3S 5C 5H,15.5167
3S 5C 6C,15.1991
3S 5D 5H,15.5167
3S 5D 6D,15.1991
3S 5H 6H,15.1991
3S 5S 6S,15.0341
3S 6C 6D,15.5167
3S 6C 6H,15.5167
3S 6C 6S,15.5167
3S 6C 7C,15.3125
3S 6D 6H,15.5167
3S 6D 6S,15.5167
3S 6D 7D,15.3125
3S 6H 6S,15.5167
3S 6H 7H,15.3125
3S 6S 7S,15.3125
3S 7C 7D,15.5167
3S 7C 7H,15.5167
3S 7C 7S,15.5167
3S 7C 8C,15.3125
3S 7D 7H,15.5167
3S 7D 7S,15.5167
3S 7D 8D,15.3125
3S 7H 7S,15.5167
3S 7H 8H,15.3125
3S 7S 8S,15.3125
3S 8C 8D,15.5167
3S 8C 8H,15.5167
3S 8C 8S,15.5167
3S 8C 9C,15.3125
3S 8D 8H,15.5167
3S 8D 8S,15.5167
3S 8D 9D,15.3125
3S 8H 8S,15.5167
3S 8H 9H,15.3125
3S 8S 9S,15.3125
3S 9C 9D,15.5167
3S 9C 9H,15.5167
3S 9C 9S,15.5167
3S 9C TC,15.3125
3S 9D 9H,15.5167
3S 9D 9S,15.5167
3S 9D TD,15.3125
3S 9H 9S,15.5167
3S 9H TH,15.3125
3S 9S TS,15.3125
3S TC TD,15.5167
3S TC TH,15.5167
3S TC TS,15.5167
3S TC JC,15.3125
3S TD TH,15.5167
3S TD TS,15.5167
3S TD JD,15.3125
3S TH TS,15.5167
3S TH JH,15.3125
3S TS JS,15.3125
3S JC JD,15.5167
3S JC JH,15.5167
3S JC JS,15.5167
3S JC QC,15.3125
3S JD JH,15.5167
3S JD JS,15.5167
3S JD QD,15.3125
3S JH JS,15.5167
3S JH QH,15.3125
3S JS QS,15.3125
4C 4D 5H,15.5167
4C 4D 5S,15.5167
4C 4D 6H,15.5167
4C 4D 6S,15.5167
4C 4D 7C,15.5167
4C 4D 7D,15.5167
4C 4D 7H,15.5167
4C 4D 7S,15.5167
4C 4D 8C,15.5167
4C 4D 8D,15.5167
4C 4D 8H,15.5167
4C 4D 8S,15.5167
